"","uid","locality","assemblage","x","y","culture","cultural_period","regional_technocomplex","age_min","age_max","ochre","shell","ostrich_egg_shell","combustion_feature","burial","needle_eyed","point","bipoint","point_split_base","retoucher","preform","art","instrument","ornament","tg_1","tg_2","tg_3","tg_4","tg_5","tg_6","tg_7","tg_8","tg_9","tg_10","tg_11","tg_12","tg_13","tg_14","tg_15","tg_16","tg_17","tg_18"
"7691",7691,"La Chaise - Bourgeois-Delaunay",43,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7692",7692,"La Chaise - Bourgeois-Delaunay",44,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7693",7693,"La Chaise - Bourgeois-Delaunay",45,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7694",7694,"La Chaise - Bourgeois-Delaunay",46,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7695",7695,"La Chaise - Bourgeois-Delaunay",47,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7696",7696,"La Chaise - Bourgeois-Delaunay",48,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7697",7697,"La Chaise - Bourgeois-Delaunay",49,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7698",7698,"La Chaise - Bourgeois-Delaunay",50,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7699",7699,"La Chaise - Bourgeois-Delaunay",51,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7700",7700,"La Chaise - Bourgeois-Delaunay",52,0.446667,45.67,"-","-","-",107000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7701",7701,"La Chaise - Bourgeois-Delaunay",53,0.446667,45.67,"-","-","-",107000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7702",7702,"La Chaise - Bourgeois-Delaunay",54,0.446667,45.67,"-","-","-",107000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7703",7703,"La Chaise - Bourgeois-Delaunay",55,0.446667,45.67,"-","-","-",126000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7704",7704,"La Chaise - Bourgeois-Delaunay",56,0.446667,45.67,"-","-","-",126000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7705",7705,"La Chaise - Bourgeois-Delaunay",57,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7706",7706,"La Chaise - Bourgeois-Delaunay",58,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7707",7707,"La Chaise - Bourgeois-Delaunay",59,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7708",7708,"La Chaise - Bourgeois-Delaunay",60,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7709",7709,"La Chaise - Bourgeois-Delaunay",61,0.446667,45.67,"-","-","-",91000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7710",7710,"La Chaise - Suard",2,0.446667,45.67,"-","-","-",11780,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7711",7711,"La Chaise - Suard",3,0.446667,45.67,"-","-","-",11780,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7712",7712,"La Chaise - Suard",4,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7713",7713,"La Chaise - Suard",5,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7714",7714,"La Chaise - Suard",6,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7715",7715,"La Chaise - Suard",7,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7716",7716,"La Chaise - Suard",8,0.446667,45.67,"-","-","-",11780,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7717",7717,"La Chaise - Suard",9,0.446667,45.67,"-","-","-",11780,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7718",7718,"La Chaise - Suard",10,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7719",7719,"La Chaise - Suard",11,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7720",7720,"La Chaise - Suard",12,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7721",7721,"La Chaise - Suard",13,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7722",7722,"La Chaise - Suard",14,0.446667,45.67,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7723",7723,"La Chaise - Suard",15,0.446667,45.67,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7724",7724,"La Chaise - Suard",16,0.446667,45.67,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7725",7725,"La Chaise - Suard",17,0.446667,45.67,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7726",7726,"La Chaise - Suard",18,0.446667,45.67,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7727",7727,"La Chaise - Suard",19,0.446667,45.67,"-","-","-",217000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7728",7728,"La Chaise - Suard",20,0.446667,45.67,"-","-","-",45000,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7729",7729,"La Chaise - Suard",21,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7730",7730,"La Chaise - Suard",22,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7731",7731,"La Chaise - Suard",23,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7732",7732,"La Chaise - Suard",24,0.446667,45.67,"-","-","-",126000,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7733",7733,"La Chaise - Suard",25,0.446667,45.67,"-","-","-",217000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7734",7734,"La Chapelle-aux-Saints",1,1.716749,44.983785,"Late Mousterian - Eurasia","Middle Paleolithic","Eurasia",40000,71000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"7735",7735,"La Chapelle-aux-Saints",2,1.716749,44.983785,"Late Mousterian - Eurasia","Middle Paleolithic","Eurasia",40000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"7736",7736,"La Chapelle-aux-Saints",3,1.716749,44.983785,"-","-","-",40000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7737",7737,"La Cotte de St. Brelade",1,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7738",7738,"La Cotte de St. Brelade",2,-2.1881444,49.1756167,"-","-","-",203000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7739",7739,"La Cotte de St. Brelade",3,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7740",7740,"La Cotte de St. Brelade",4,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7741",7741,"La Cotte de St. Brelade",5,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7742",7742,"La Cotte de St. Brelade",6,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7743",7743,"La Cotte de St. Brelade",7,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7744",7744,"La Cotte de St. Brelade",8,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7745",7745,"La Cotte de St. Brelade",9,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7746",7746,"La Cotte de St. Brelade",10,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7747",7747,"La Cotte de St. Brelade",11,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7748",7748,"La Cotte de St. Brelade",12,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",203000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"7749",7749,"La Cotte de St. Brelade",13,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"7750",7750,"La Cotte de St. Brelade",14,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"7751",7751,"La Cotte de St. Brelade",15,-2.1881444,49.1756167,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"7752",7752,"La Cotte de St. Brelade",16,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7753",7753,"La Cotte de St. Brelade",17,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7754",7754,"La Cotte de St. Brelade",18,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7755",7755,"La Cotte de St. Brelade",19,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7756",7756,"La Cotte de St. Brelade",20,-2.1881444,49.1756167,"-","-","-",11780,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7757",7757,"La Cotte de St. Brelade",21,-2.1881444,49.1756167,"-","-","-",11780,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7758",7758,"La Cotte de St. Brelade",22,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7759",7759,"La Cotte de St. Brelade",23,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7760",7760,"La Cotte de St. Brelade",24,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7761",7761,"La Cotte de St. Brelade",25,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7762",7762,"La Cotte de St. Brelade",26,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7763",7763,"La Cotte de St. Brelade",27,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7764",7764,"La Cotte de St. Brelade",28,-2.1881444,49.1756167,"-","-","-",115000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7765",7765,"La Cotte de St. Brelade",29,-2.1881444,49.1756167,"-","-","-",115000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7766",7766,"La Cotte de St. Brelade",30,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7767",7767,"La Cotte de St. Brelade",31,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7768",7768,"La Cotte de St. Brelade",32,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7769",7769,"La Cotte de St. Brelade",33,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7770",7770,"La Cotte de St. Brelade",34,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7771",7771,"La Cotte de St. Brelade",35,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7772",7772,"La Cotte de St. Brelade",36,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7773",7773,"La Cotte de St. Brelade",37,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7774",7774,"La Cotte de St. Brelade",38,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7775",7775,"La Cotte de St. Brelade",39,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7776",7776,"La Cotte de St. Brelade",40,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7777",7777,"La Cotte de St. Brelade",41,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7778",7778,"La Cotte de St. Brelade",42,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7779",7779,"La Cotte de St. Brelade",43,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7780",7780,"La Cotte de St. Brelade",44,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7781",7781,"La Cotte de St. Brelade",45,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7782",7782,"La Cotte de St. Brelade",46,-2.1881444,49.1756167,"-","-","-",203000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7783",7783,"La Cotte de St. Brelade",47,-2.1881444,49.1756167,"-","-","-",203000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7784",7784,"La Cotte de St. Brelade",48,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7785",7785,"La Cotte de St. Brelade",49,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7786",7786,"La Cotte de St. Brelade",50,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7787",7787,"La Cotte de St. Brelade",51,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7788",7788,"La Cotte de St. Brelade",52,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7789",7789,"La Cotte de St. Brelade",53,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7790",7790,"La Cotte de St. Brelade",54,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7791",7791,"La Cotte de St. Brelade",55,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7792",7792,"La Cotte de St. Brelade",56,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7793",7793,"La Cotte de St. Brelade",57,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7794",7794,"La Cotte de St. Brelade",58,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7795",7795,"La Cotte de St. Brelade",59,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7796",7796,"La Cotte de St. Brelade",61,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7797",7797,"La Cotte de St. Brelade",62,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7798",7798,"La Cotte de St. Brelade",63,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7799",7799,"La Cotte de St. Brelade",64,-2.1881444,49.1756167,"-","-","-",75000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7800",7800,"La Cotte de St. Brelade",65,-2.1881444,49.1756167,"-","-","-",115000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7801",7801,"La Cotte de St. Brelade",66,-2.1881444,49.1756167,"-","-","-",115000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7802",7802,"La Cotte de St. Brelade",67,-2.1881444,49.1756167,"-","-","-",115000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7803",7803,"La Cotte de St. Brelade",68,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7804",7804,"La Cotte de St. Brelade",69,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7805",7805,"La Cotte de St. Brelade",70,-2.1881444,49.1756167,"-","-","-",126000,273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7806",7806,"La Cotte de St. Brelade",71,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7807",7807,"La Cotte de St. Brelade",72,-2.1881444,49.1756167,"-","-","-",203000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7808",7808,"La Cotte de St. Brelade",73,-2.1881444,49.1756167,"-","-","-",203000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7809",7809,"La Cotte de St. Brelade",74,-2.1881444,49.1756167,"-","-","-",203000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
